	LIST.ID	LIST.BIBL.UT	LIST.BIBL.EID	LIST.BIBL.AC	LIST.BIBL.CI	LIST.BIBL.CIAU	LIST.BIBL.TC	LIST.BIBL.PUBYEAR	LIST.BIBL.AUPUB	LIST.BIBL.TITLE	LIST.BIBL.VOLUME	LIST.BIBL.ISSUE	LIST.BIBL.PAGES	LIST.BIBL.DOI	LIST.SER.ISSN	LIST.SER.OA	LIST.SER.TITLE	LIST.CODES.RSR.VAL	LIST.CODES.RSR.SCI	LIST.CODES.PRJ.VAL	LIST.CODES.PRJ.SCI	LIST.CODES.PRG.VAL	LIST.CODES.PRG.SCI	LIST.CODES.GRP.VAL	LIST.CODES.GRP.SCI	LIST.CODES.ORG.VAL	LIST.CODES.ORG.SCI	LIST.CODES.UNI.VAL	LIST.CODES.UNI.SCI	LIST.CODES.NOR.VAL	LIST.CODES.NOR.SCI	TEME
42	1024086356		2-s2.0-67249088024	0	8	8	8	2009	Dragan Stevanoviü†	Large sets of noncospectral graphs with equal Laplacian energy	Vol. 61	no. 2	str. 463-470	NA	0340-6253		MATCH Communications in Mathematical and in Computer Chemistry	29820	N0105	NA	NA	P1-0285	N01	NA	NA	NA	NA	UNI-004		NA	NA	Laplacian matrix, energy of a matrix, graph with equal energy
43	1024086612		2-s2.0-67349234697	3	33	16.5	36	2009	Dragan Stevanoviü†, Gopalapillai Indulal	The distance spectrum and energy of the compositions of regular graphs	Vol. 22	no. 7	str. 1136-1140	10.1016/j.aml.2008.11.007	0893-9659	sherpa_romeo	Applied Mathematics Letters	29820	N0105	NA	NA	P1-0285	N01	NA	NA	NA	NA	UNI-004		NA	NA	distance matrix, spectral radius, energy of a matrix
44	1024086868		2-s2.0-67349233442	1	38	12.66	39	2009	Milan Baîi“, Marko D. Petkovi“, Dragan Stevanoviü†	Perfect state transfer in integral circulant graphs	Issue 7	Vol. 22	str. 1117-1121	10.1016/j.aml.2008.11.005	0893-9659	sherpa_romeo	Applied Mathematics Letters	29820	N0105	NA	NA	P1-0285	N01	NA	NA	NA	NA	UNI-004		NA	NA	quantum networks, quantum states, circulants, integral graphs
45	1024087124		2-s2.0-77149162591	1	3	0.99	4	2009	Mustapha Aouchiche, Hansen Pierre, Dragan Stevanoviü†	Variable neighborhood search for extremal graphs. 17. further conjectures and results about the index	Vol. 29	no. 1	str. 15-37	NA	1234-3099		Discussiones mathematicae	29820	N0105	NA	NA	P1-0285	N01	NA	NA	NA	NA	UNI-004		NA	NA	adjacency matrix, spectral radius, variable neighborhood search
46	1024090196		2-s2.0-58549098776	0	1	0.5	1	2008	Ferdinando Cicalese, Martin Milani”	Computing with priced information	NA	NA	Str. [378]-389	10.1007/978-3-540-92182-0_35	0302-9743	sherpa_romeo	Lecture notes in computer science	30211	N0105	J1-9110	N01	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	igralno drevo, polinomski algoritem, evalvacija funkcij, kompetitivno razmerje
47	1024091220		2-s2.0-61849108196	1	47	23.5	48	2009	Dragan Stevanoviü†, Aleksandar Ili“	On the Laplacian coefficients of unicycle graphs	Vol. 430	no. 8/9	str. 2290-2300	10.1016/j.laa.2008.12.006	0024-3795	sherpa_romeo	Linear Algebra and its Applications	29820	N0105	NA	NA	P1-0285	N01	NA	NA	NA	NA	UNI-004		NA	NA	Laplacian matrix, Laplacian coefficients, Laplacian-like energy, unicyclic graph
48	1024098900		2-s2.0-67349226098	2	0	0	2	2009	Jernej Kozak, Vito Vitrih	Newton-Cotes cubature rules over (d+1)-pencil lattices	Issue 1	Vol. 231	str. 392-402	10.1016/j.cam.2009.02.098	0377-0427	sherpa_romeo	Journal of Computational and Applied Mathematics	3425,27559	N0103,N01	J1-9186	N07	P1-0285,P1-0404	N01,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	numeri”na analiza, interpolacija, numerical analysis, interpolation
49	1024099924		2-s2.0-67650149787	4	15	15	19	2009	Enes Paîali“	On guess and determine cryptanalysis of LFSR-based stream ciphers	Issue 7	Vol. 55	str. 3398-3406	10.1109/TIT.2009.2021316	0018-9448	sherpa_romeo	IEEE transactions on information theory	27777	N01	J1-9108	N01	P1-0404,P3-0384	N01,M09	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	algebraic attacks, algebraic immunity, annihilators, linear feedback shift register (LFSR), stream ciphers, filtering generator, nonlinear combiner, Boolean function
50	1024112212		2-s2.0-74849100939	3	1	0.25	4	2010	Epameinondas Fritzilas, Martin Milani”, Sven Rahmann, Yasmin A. Rios-Solis	Structural identifiability in low-rank matrix factorization	NA	NA	Str. 313-332	10.1007/s00453-009-9331-2	0178-4617	sherpa_romeo	Algorithmica	30211	N0105	J1-9110	N01	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	low-rank matrix factorization, structural rank, bipartite matching, computational complexity, integer programming, approximation algorithm
51	1024125524		2-s2.0-67651162013	1	0	0	1	2009	Marcin J. Kami„ski, Paul Medvedev, Martin Milani”	On the plane-width of graphs	Vol. 34	NA	str. 633-637	10.1016/j.endm.2009.07.107	1571-0653	sherpa_romeo	Electronic notes in discrete mathematics	30211	N0105	J1-9110	N01	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	ravninska îirina grafa, kromati”no îtevilo, plane-width, realization of a graph, chromatic number, circular chromatic number
52	1024137300		2-s2.0-70350728850	3	2	2	5	2009	Enes Paîali“	Probabilistic versus deterministic algebraic cryptanalysis - a performance comparison	no. 11	Vol. 55	str. 5233-5240	10.1109/TIT.2009.2030489	0018-9448	sherpa_romeo	IEEE transactions on information theory	27777	N01	J1-9108	N01	P1-0404,P3-0384	N01,M09	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	algebraic attacks, annihilators, filtering generator, probalistic algebraic cryptanalysis, stream ciphers
53	1024149588		2-s2.0-79960841156	1	1	0.5	2	2011	Ferdinando Cicalese, Martin Milani”	Competitive evaluation of threshold functions in the priced information model	Vol. 188	issue 1	str. 111-132	10.1007/s10479-009-0622-4	0254-5330	sherpa_romeo	Annals of operations research	30211	N0105	J1-9110	N01	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	vrednotenje funkcij, kompetitivno razmerje
54	1024154452		2-s2.0-70349337778	0	26	8.67	26	2009	Jacob K. Goeree, Arno Riedl, Aljañ Ule	In search of stars	Vol. 67	no. 2	str. 445-466	10.1016/j.geb.2008.12.005	0899-8256	sherpa_romeo	Games and economic behavior	28229	N0106	NA	NA	P1-0285	N01	0101-001,1669-001,2790-001	N0101,N,N03	0101,1669,1988,2790	N01,N,N,N01	UNI-004		NA	NA	NA
55	1024178516		2-s2.0-68149168839	0	1	0.33	1	2009	Cui Zhang, Jiangtao Shi, Wujie Shi	Two sufficient conditions for vertex-transitive Hamilton graphs of prime power order	Vol. 16	iss. 3	str. 525-534	NA	1005-3867	sherpa_romeo	Algebra colloquium	29597	N0104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vertex-transitive graph, Hamilton graph
56	1024179540		2-s2.0-70350221766	0	0	0	0	2009	Cui Zhang, Wujie Shi	Product of some elements of finite groups	Vol. 4	no. 4	str. 739-747	10.1007/s11464-009-0043-3	1673-3452	sherpa_romeo	Frontiers of Mathematics in China	29597	N0104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	element, nilpotent, solvable
57	1024189012		2-s2.0-79551587545	7	8	2.66	15	2010	Istv˙n Kov˙cs, Klavdija Kutnar, Dragan Maruîi”	Classification of edge-transitive rose window graphs	Vol. 65	no. 3	str. 216-231	10.1002/jgt.20475	0364-9024	sherpa_romeo	Journal of graph theory	02887,24997,25997	N0104,N0104,N0104	J1-9108,J1-9110,J1-9186,N1-0062	N01,N01,N07,N0104	I0-0035,P1-0285	X,N01	0101-001,0588-002,1669-001,2790-001	N0101,D0103,N,N03	0101,0510,0588,1669,1988,2790	N01,T0707,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	group, graph, rose window, vertex-transitive, edge-transitive, arc-transitive
58	1024190548		2-s2.0-70949102557	0	2	1	2	2009	Martin Milani”, J‘rÎme Monnot	The exact weighted independent set problem in perfect graphs and related classes	Vol. 35	NA	Str. 317-322	10.1016/j.endm.2009.11.052	1571-0653	sherpa_romeo	Electronic notes in discrete mathematics	30211	N0105	J1-9110	N01	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	graf, neodvisna mnoñica, popolni graf, dvodelni graf, graph theory, complexity
59	1024190804		2-s2.0-72949114266	1	70	17.5	71	2009	Aljañ Ule, Arthur J H C Schram, Arno Riedl, Timothy N. Cason	Indirect punishment and generosity toward strangers	Vol. 326	no. 5960	str. 1701-1704	NA	0036-8075	sherpa_romeo	Science	28229	N0106	NA	NA	P1-0285	N01	0101-001,1669-001,2790-001	N0101,N,N03	0101,1669,1988,2790	N01,N,N,N01	UNI-004		NA	NA	NA
60	1024191060		2-s2.0-77949401747	1	56	28	57	2009	Aleksandar Ili“, Dragan Stevanoviü†	On comparing Zagreb indices	Vol. 62	no. 3	str. 681-687	NA	0340-6253		MATCH Communications in Mathematical and in Computer Chemistry	29820	N0105	NA	NA	P1-0285	N01	NA	NA	NA	NA	UNI-004		NA	NA	first Zagreb index, second Zagreb index, topological index
61	1024191316		2-s2.0-67649872665	1	26	6.5	27	2009	Dragan Stevanoviü†, Aleksandar Ili“, Cristina Oni_or, Mircea Diudea	LEL-a Newly Designed Molecular Descriptor	Vol. 56	no. 2	str. 410-417	NA	1318-0207		Acta chimica slovenica	29820	N0105	NA	NA	P1-0285	N01	NA	NA	NA	NA	UNI-004		NA	NA	topological indices, QSPR, QSAR, octanes, polycyclic aromatic hydrocarbons
62	1024191572		2-s2.0-70349230885	0	0	0	0	2009	Aleksandar Ili“, Dragan Stevanoviü†	Constructions of hamiltonian graphs with bounded degree and diameter O(logn)star	Vol. 22	no. 11	str. 1715-1720	10.1016/j.aml.2009.06.010	0893-9659	sherpa_romeo	Applied Mathematics Letters	29820	N0105	NA	NA	P1-0285	N01	NA	NA	NA	NA	UNI-004		NA	NA	Hamiltonian cycle, Token ring, diameter, binary tree, Greedy algorithm
63	1024192340		2-s2.0-77950863031	0	2	1	2	2010	M. L. Sarañin, Dragan Maruîi”	Vertex-transitive expansions of (1, 3)-trees	Vol. 310	no. 12	str. 1772-1782	10.1016/j.disc.2009.11.036	0012-365X	sherpa_romeo	Discrete Mathematics	755,02887	N0105,N0104	J1-9108,N1-0062	N01,N0104	I0-0035,P1-0285	X,N01	0101-001,0588-002,1669-001,2790-001	N0101,D0103,N,N03	0101,0510,0588,1669,1988,2790	N01,T0707,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	teorija grafov, graf, drevo, kubi”ni grafi, trazitivnost, ekspanzija, graph, tree, cubic, vertex-transitive, arc-transitive, expansion
64	1024193108		2-s2.0-70449576068	1	7	3.5	8	2009	Istv˙n Kov˙cs, Mikhail E. Muzychuk	The group Z2p x Zq is a CI-group	Issue 10	Vol. 37	str. 3500-3515	10.1080/00927870802504957	0092-7872	sherpa_romeo	Communications in algebra	25997	N0104	J1-9108,N1-0062	N01,N0104	P1-0285	N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	graph isomorphism, Cayley graph, Schur ring, Cayley isomorphism problem
65	1024195924		2-s2.0-77950629026	5	1	0.33	6	2010	Istv˙n Kov˙cs, Klavdija Kutnar, J˙nos Ruff	Rose window graphs underlying rotary maps	Vol. 310	no. 12	str. 1802-1811	10.1016/j.disc.2009.12.010	0012-365X	sherpa_romeo	Discrete Mathematics	24997,25997	N0104,N0104	J1-9108,J1-9110,J1-9186,N1-0062	N01,N01,N07,N0104	P1-0285	N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	teorija grafov, povezavno tranzitiven graf, krovni graf, napetostni graf, graph theory, rotary map, edge-transitive graph, covering graph, voltage graph
66	1024198996		2-s2.0-77951641849	0	2	0.66	2	2010	Istv˙n Kov˙cs, Dragan Maruîi”, Mikhail E. Muzychuk	Primitive bicirculant association schemes and a generalization of Wielandt's theorem	Issue 6	Vol. 362	str. 3203-3221	10.1090/S0002-9947-10-04864-6	Feb-47	sherpa_romeo	Transactions of the American Mathematical Society	2887,25997	N0104,N0104	J1-9108,N1-0062	N01,N0104	I0-0035,P1-0285	X,N01	0101-001,0588-002,1669-001,2790-001	N0101,D0103,N,N03	0101,0510,0588,1669,1988,2790	N01,T0707,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	permutation group, association scheme, primitive association scheme
67	1024238932		2-s2.0-79960894664	7	1	0.33	8	2011	Martin Milani”, James B. Orlin, G˙bor Rudolf	Complexity results for equistable graphs and related classes	Vol. 188	no. 1	str. 359-370	10.1007/s10479-010-0720-3	0254-5330	sherpa_romeo	Annals of operations research	30211	N0105	J1-9110	N01	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	equistable graph, computational complexity, stable set, independent set, dynamic programming algorithm, approximability, APX-hardness
68	1024239444		2-s2.0-79951909554	0	0	0	0	2010	Dorjan Maruîi”	Kako do HTA v Sloveniji?	Letn. 79	ît. 2	str. 105-106	NA	1318-0347	sherpa_romeo	Zdravniîki vestnik	3534	N0102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HTA, Slovenija
69	1024253268		2-s2.0-77955339038	2	5	1.65	7	2010	Klavdija Kutnar, Dragan Maruîi”, Primoñ Ñparl	An infinite family of half-arc-transitive graphs with universal reachability relation	Vol. 31	no. 7	str. 1725-1734	10.1016/j.ejc.2010.03.006	0195-6698	sherpa_romeo	European journal of combinatorics	02887,23341,24997	N0104,N0104,N0104	J1-9108,J1-9110,J1-9186,N1-0062	N01,N01,N07,N0104	I0-0035,P1-0285	X,N01	0101-001,0588-002,1669-001,2790-001	N0101,D0103,N,N03	0101,0510,0588,1669,1988,2790	N01,T0707,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	half-arc-transitive graph, reachability relation, alternet, automorphism group
70	1024255828		2-s2.0-77956768509	0	12	6	12	2010	Enes Paîali“, Pascale Charpin	Some results concerning cryptographically significant mappings over GF(2n)	Vol. 57	issue 3	str. 257-269	10.1007/s10623-010-9365-0	0925-1022	sherpa_romeo	Designs, codes and cryptography	27777	N01	J1-9108	N01	P1-0404,P3-0384	N01,M09	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	permutation polynomials, power mappings, APN functions, S-box, EA-equivalence, CCZ-equivalence
71	1024256340		2-s2.0-77950905170	2	1	0.33	3	2010	Jiangtao Shi, Wujie Shi, Cui Zhang	The type of conjugacy classes of maximal subgroups and characterization of finite groups	Issue 1	Vol. 38	str. 143-153	10.1080/00927870902865829	0092-7872	sherpa_romeo	Communications in algebra	29597	N0104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	maximal subgroup, simple group, the type of conjugacy classes
72	1024257876		2-s2.0-77958033088	0	5	5	5	2010	Marko Orel	Nonbijective idempotents preservers over semirings	Vol. 47	no. 4	str. 805-818	10.4134/JKMS.2010.47.4.805	0304-9914		Journal of the Korean Mathematical Society	25610	N0101	NA	NA	P1-0222,P1-0285	N01,N01	0101-001,1669-001,2790-001	N0101,N,N03	0101,1669,1988,2790	N01,N,N,N01	UNI-004		NA	NA	linear preserver, semiring, idempotent matrix
73	10242587		2-s2.0-33646781951	0	7	2.32	7	2007	Joñe Petriîi”, Franc Kosel, Boîtjan Bremec	Buckling of plates with strengthenings	letn. 44	ît. 3	str. 334-343	10.1016/j.tws.2006.03.002	0263-8231	sherpa_romeo	Thin-walled structures	01698,05474,18162	T1101,N0103,T1101	NA	NA	P2-0263	T05	NA	NA	NA	NA	NA	NA	NA	NA	ploî”e, upogib, koeficienti, metode kon”nih elementov, square plate, elastic bukling, buckling coefficient, buckling mode, eigen value, finite elemnt method
74	1024262996		2-s2.0-77952323541	0	48	4.8	48	2010	Vladimir Carli, Nikolina Jovanovi“, Anja Podleîek, Alec Roy, Zolt˙n Rﬁhmer, Stefania Maggi, Dragan Maruîi”, Caterina Cesaro, Andrej Maruîi”, Marco Sarchiapone	The role of impulsivity in self-mutilators, suicide ideators and suicide attempters	Vol. 123	no. 1/3	str. 116-122	NA	0165-0327	sherpa_romeo	Journal of affective disorders	02887,12768,18919,30865	N0104,M09,D09,M09	J1-9108,J5-9437,J7-8275,N1-0062	N01,D09,M,N0104	I0-0035,P1-0285,P5-0110	X,N01,D09	0101-001,0581-008,0588-002,1669-001,2790-001	N0101,D,D0103,N,N03	0101,0510,0581,0588,1669,1988,2790	N01,T0707,D,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	Suicide, Prison psychology, Aggressiveness
75	1024263252		2-s2.0-84866009961	0	4	1.33	4	2010	Janoî Vidali, Peter Nose, Enes Paîali“	Collisions for variants of the BLAKE hash function	Vol. 110	no. 14/15	str. 585-590	10.1016/j.ipl.2010.05.007	0020-0190	sherpa_romeo	Information processing letters	27777,30920,31355	N01,N0104,N0104	J1-8130,J1-9108	N0105,N01	P1-0285,P1-0404,P3-0384	N01,N01,M09	0101-001,1554-001,1669-001,2790-001	N0101,N01,N,N03	0101,0510,1554,1669,1988,2790	N01,T0707,N0201,N,N,N01	UNI-001,UNI-004		NA	NA	BLAKE, BLOKE, BRAKE, collision, cryptography, fixed point, hash functions
76	1024267092		2-s2.0-79955629693	0	1	0.25	1	2011	Ferdinando Cicalese, Travis Gagie, Eduardo Sany Laber, Martin Milani”	Competitive Boolean function evaluation	Vol. 159	no. 11	str. 1070-1078	10.1016/j.dam.2010.05.016	0166-218X	sherpa_romeo	Discrete applied mathematics	30211	N0105	J1-9110	N01	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	Boolean function, symmetric function, competitive analysis, decision tree, function evaluation
77	1024267604		2-s2.0-85000512645	2	12	6	14	2010	Vadim V. Lozin, Martin Milani”	On the maximum independent set problem in subclasses of planar graphs	Vol. 14	no. 2	NA	NA	1526-1719		Journal of graph algorithms and applications	30211	N0105	J1-9110	N01	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	independent set, planar graph, polynomial time algorithm, clique separator, augmenting graph
78	1024268116		2-s2.0-79956297420	0	0	0	0	2010	Ferdinando Cicalese, Travis Gagie, Anthony J. Macula, Martin Milani”, Eberhard Triesch	A better bouncer's algorithm	NA	NA	Str. [113]-120	10.1007/978-3-642-13122-6_13	0302-9743	sherpa_romeo	Lecture notes in computer science	30211	N0105	J1-9110	N01	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	group testing, hypergraph, independent set
79	1024268884		2-s2.0-79952992313	0	3	1.5	3	2010	Cui Zhang, XinGui Fang	A note on the automorphism groups of cubic Cayley graphs of finite simple group	Vol. 310	iss. 21	str. 3030-3032	10.1016/j.disc.2010.06.025	0012-365X	sherpa_romeo	Discrete Mathematics	29597	N0104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	normal Cayley graph, non-symmetric graph, automorphism group, finite simple group
80	1024269908		2-s2.0-77955416789	0	0	0	0	2010	Vito Vitrih	Lattices on simplicial partitions which are not simply connected	Issue 1	Vol. 235	str. 154-164	10.1016/j.cam.2010.05.024	0377-0427	sherpa_romeo	Journal of Computational and Applied Mathematics	27559	N01	J1-9186	N07	P1-0285,P1-0404	N01,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	mreña, luknja, simplicialna particija, interpolacija, lattice, hole, simplicial partition, interpolation
81	1024270932		2-s2.0-77954395736	3	11	3.66	14	2010	Istv˙n Kov˙cs, Boîtjan Kuzman, Aleksander Malni”	On non-normal arc-transitive 4-valent dihedrants	Vol. 26	no. 8	str. 1485-1498	10.1007/s10114-010-8271-8	1439-8516	sherpa_romeo	Acta mathematica Sinica	02507,23501,25997	N0105,N0105,N0104	J1-9108,J1-9187,N1-0062	N01,N07,N0104	P1-0285	N01	0101-001,0588-002,1669-001,2790-001	N0101,D0103,N,N03	0101,0510,0588,1669,1988,2790	N01,T0707,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	Cayleyjev graf, lo”na tranzitivnost, diedrska grupa, Cayley graph, arc transitivity, dihedral group
82	1024277076		2-s2.0-79952449115	3	7	2.32	10	2011	Istv˙n Kov˙cs, Dragan Maruîi”, Mikhail E. Muzychuk	On dihedrants admitting arc-regular group actions	Vol. 35	no. 3	str. 409-426	10.1007/s10801-010-0251-7	0925-9899	sherpa_romeo	Journal of algebraic combinatorics	2887,25997	N0104,N0104	J1-9108,N1-0062	N01,N0104	I0-0035,P1-0285	X,N01	0101-001,0588-002,1669-001,2790-001	N0101,D0103,N,N03	0101,0510,0588,1669,1988,2790	N01,T0707,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	arc-transitive graph, Cayley graph, Cayley map, dihedral group, core-fre group
83	1024278100		2-s2.0-77950688819	23	62	4.24	85	2010	Danuta Wasserman et al	Saving and Empowering Young Lives in Europe (SEYLE)	Vol. 10	no. 192	str. 1-14	NA	1471-2458	sherpa_romeo	BMC public health	02887,28757,30865	N0104,D09,M09	J1-9108,J3-9434,J5-8244,J5-9449,N1-0062,V5-1711	N01,M09,D09,D09,N0104,D09	I0-0035,P1-0285,P3-0384	X,N01,M09	0101-001,0588-002,1669-001,2790-001	N0101,D0103,N,N03	0101,0510,0588,1669,1988,2790	N01,T0707,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	samomori, samomorilnost, preventiva, programi, Evropa
84	1024278108		2-s2.0-85026862904	0	0	0	0	2017	Brigita Fer”ec	On (non)elementary singularities in Li‘nard systems	Vol. 1866	NA	str. 05002-1 - 05002-6	10.1063/1.4994526	0094-243X	sherpa_romeo	AIP conference proceedings	31806	N0101	J1-9112	N02	P1-0306	N02	0176-001,2735-001	N0202,T03	0176,0552,2735	N0202,D03,T03	UNI-002		NA	NA	diferenciali, Li‘nardov sistem, oscilacije
85	1024284244		2-s2.0-77957790501	2	5	1.25	7	2011	Gregor Dolinar, Alexander E Guterman, Bojan Kuzma, Marko Orel	On the Polya permanent problem over finite fields	Vol. 32	no. 1	str. 116-132	10.1016/j.ejc.2010.07.001	0195-6698	sherpa_romeo	European journal of combinatorics	18750,18893,25610	N01,N0101,N0101	J1-8133	N0104	P1-0222,P1-0285,P1-0288	N01,N01,N01	0101-001,1538-031,1669-001,2790-001	N0101,N0101,N,N03	0101,0510,1538,1669,1988,2790	N01,T0707,T03,N,N,N01	UNI-001,UNI-004		NA	NA	permanenta, determinanta, Polyajev problem, kon”ni obseg, permanent, determinant, Polya's problem, finite field
86	1024287316		2-s2.0-78449265406	1	5	2.5	6	2010	Samuel Alizon, Barbara Boldin	Within-host viral evolution in a heterogeneous environment	Vol. 23	no. 12	str. 2625-2635	10.1111/j.1420-9101.2010.02139.x	1010-061X	sherpa_romeo	Journal of evolutionary biology	29452	I02	J1-9186	N07	I0-0035,P1-0285	X,N01	1669-001,2790-001	N,N03	1669,1988,2790	N,N,N01	UNI-004		NA	NA	adaptive dynamics, co-receptor switch, evolution, evolutionary branching, heterogeneity, HIV, spatial structure, within-host dynamics
87	1024291668		2-s2.0-78649373274	2	7	1.75	9	2011	Alexander Araluze, Klavdija Kutnar, Luis Aaron Marquez Martﬁnez, Dragan Maruîi”	Edge connectivity in difference graphs and some new constructions of partial sum families	Vol. 32	no. 3	str. 352-360	NA	0195-6698	sherpa_romeo	European journal of combinatorics	2887,24997	N0104,N0104	J1-9108,J1-9110,J1-9186,N1-0062	N01,N01,N07,N0104	I0-0035,P1-0285	X,N01	0101-001,0588-002,1669-001,2790-001	N0101,D0103,N,N03	0101,0510,0588,1669,1988,2790	N01,T0707,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	edge connectivity, directed strongly regular graph, m-Cayley graph
88	1024305756		2-s2.0-85045288688	0	1	0.25	1	2018	Ilknur Kusbeyzi Aybar, Ozgur O. Aybar, Maîa Dukari“, Brigita Fer”ec	Dynamical analysis of a two prey-one predator system with quadratic self interaction	Vol. 333	NA	str. 118-132	10.1016/j.amc.2018.03.123	0096-3003	sherpa_romeo	Applied mathematics and computation	31806,35343	N0101,N0101	J1-9112,N1-0063	N02,N0101	P1-0306	N02	0176-001,2735-001	N0202,T03	0176,0552,2735	N0202,D03,T03	UNI-002		NA	NA	Predator-prey, Stability analysis, Hopf bifurcation
89	1024308564		2-s2.0-81955161253	0	5	1.65	5	2012	Klavdija Kutnar, Dragan Maruîi”, Cui Zhang	On cubic non-Cayley vertex-transitive graphs	Vol. 69	issue 1	str. 77-95	10.1002/jgt.20573	0364-9024	sherpa_romeo	Journal of graph theory	02887,24997,29597	N0104,N0104,N0104	J1-9108,J1-9110,J1-9186,N1-0062	N01,N01,N07,N0104	I0-0035,P1-0285	X,N01	0101-001,0588-002,1669-001,2790-001	N0101,D0103,N,N03	0101,0510,0588,1669,1988,2790	N01,T0707,D0103,N,N,N01	UNI-001,UNI-004		NA	NA	vertex-transitive graph, non-Cayley graph, automorphism group
